Time,Suction pressure,Exhaust pressure,Motor temperature,Oil supply pressure,Outlet temperature
2021-01-02T17:34:41,204,127,145,142,540
2021-01-02T17:34:55,204,127,145,142,540
2021-01-02T17:35:09,204,127,145,142,540
2021-01-02T17:35:24,204,127,145,142,540
2021-01-02T17:35:39,204,127,145,142,540
2021-01-02T17:35:53,204,127,145,142,540
2021-01-02T17:36:07,204,127,145,142,540
2021-01-02T17:36:21,204,127,145,142,540
2021-01-02T17:36:35,204,127,145,142,540
2021-01-02T17:36:50,204,127,145,142,540
2021-01-02T17:37:04,204,127,145,142,540
2021-01-02T17:37:18,204,127,145,142,540
2021-01-02T17:37:33,204,127,145,142,540
2021-01-02T17:37:47,204,127,145,142,540
2021-01-02T17:38:01,204,127,145,142,540
2021-01-02T17:38:16,204,127,145,142,540
2021-01-02T17:38:30,204,127,145,142,540
2021-01-02T17:38:45,204,127,145,142,540
2021-01-02T17:38:59,204,127,145,142,540
2021-01-02T17:39:13,204,127,145,142,540
2021-01-02T17:39:27,203,127,145,142,540
2021-01-02T17:39:42,204,127,145,142,540
2021-01-02T17:39:56,204,127,145,142,540
2021-01-02T17:40:11,203,127,145,142,540
2021-01-02T17:40:25,203,127,144,142,540
2021-01-02T17:40:39,203,127,144,141,540
2021-01-02T17:40:54,203,127,144,141,540
2021-01-02T17:41:08,203,127,144,141,540
2021-01-02T17:41:23,203,127,144,142,540
2021-01-02T17:41:37,203,127,144,141,540
2021-01-02T17:41:51,203,127,144,141,540
2021-01-02T17:42:06,203,127,144,142,540
2021-01-02T17:42:19,203,127,144,142,540
2021-01-02T17:42:34,203,127,144,141,540
2021-01-02T17:42:49,203,127,144,141,541
2021-01-02T17:43:03,203,127,144,141,541
2021-01-02T17:43:17,203,127,144,141,541
2021-01-02T17:43:31,203,127,144,141,541
2021-01-02T17:43:46,203,127,144,141,541
2021-01-02T17:44:01,203,127,144,141,541
2021-01-02T17:44:15,203,127,144,141,541
2021-01-02T17:44:29,203,127,144,141,541
2021-01-02T17:44:44,203,126,144,141,541
2021-01-02T17:44:58,203,127,144,141,541
2021-01-02T17:45:12,203,127,144,141,541
2021-01-02T17:45:26,203,127,144,141,541
2021-01-02T17:45:41,203,127,144,141,541
2021-01-02T17:45:55,203,127,144,141,541
2021-01-02T17:46:09,203,127,144,141,541
2021-01-02T17:46:24,203,127,144,141,541
2021-01-02T17:46:38,203,126,144,141,541
2021-01-02T17:46:53,203,127,144,141,541
2021-01-02T17:47:07,203,127,144,141,541
2021-01-02T17:47:22,203,127,144,141,541
2021-01-02T17:47:36,203,126,144,141,541
2021-01-02T17:47:50,203,127,144,141,541
2021-01-02T17:48:05,203,127,144,141,541
2021-01-02T17:48:20,203,127,144,141,541
2021-01-02T17:48:34,203,127,144,141,541
2021-01-02T17:48:48,203,127,144,141,541
2021-01-02T17:49:02,203,127,144,141,541
2021-01-02T17:49:17,203,127,144,141,541
2021-01-02T17:49:31,203,127,144,141,541
2021-01-02T17:49:46,203,127,144,142,541
2021-01-02T17:50:00,203,127,144,141,541
2021-01-02T17:50:15,203,127,144,142,541
2021-01-02T17:50:29,203,127,144,142,541
2021-01-02T17:50:43,203,127,144,142,541
2021-01-02T17:50:58,203,127,144,142,541
2021-01-02T17:51:13,203,127,144,142,541
2021-01-02T17:51:27,203,127,144,142,541
2021-01-02T17:51:41,203,127,144,141,541
2021-01-02T17:51:55,203,127,144,141,541
2021-01-02T17:52:09,203,127,144,141,541
2021-01-02T17:52:24,203,127,144,142,541
2021-01-02T17:52:39,203,127,144,141,541
2021-01-02T17:52:53,203,127,144,141,541
2021-01-02T17:53:07,203,127,144,141,541
2021-01-02T17:53:22,203,127,144,141,541
2021-01-02T17:53:36,203,127,144,142,541
2021-01-02T17:53:50,203,127,144,142,541
2021-01-02T17:54:05,203,127,144,142,541
2021-01-02T17:54:20,203,127,144,142,541
2021-01-02T17:54:34,203,127,144,142,541
2021-01-02T17:54:48,203,127,144,142,541
2021-01-02T17:55:02,203,127,144,142,541
2021-01-02T17:55:16,203,127,144,142,541
2021-01-02T17:55:31,203,127,144,142,541
2021-01-02T17:55:45,203,127,144,142,541
2021-01-02T17:56:00,203,127,144,142,542
2021-01-02T17:56:14,203,127,144,141,542
2021-01-02T17:56:28,203,127,144,142,542
2021-01-02T17:56:43,203,127,144,142,542
2021-01-02T17:56:58,203,127,144,142,542
2021-01-02T17:57:12,204,127,144,142,542
2021-01-02T17:57:26,204,127,144,142,542
2021-01-02T17:57:41,204,127,144,142,542
2021-01-02T17:57:54,204,127,144,142,542
2021-01-02T17:58:08,204,127,144,142,542
2021-01-02T17:58:23,204,127,144,142,542
2021-01-02T17:58:38,204,127,144,142,542
2021-01-02T17:58:52,203,127,144,142,542
2021-01-02T17:59:06,204,127,144,142,542
2021-01-02T17:59:21,204,127,144,142,542
2021-01-02T17:59:35,204,127,144,142,542
2021-01-02T17:59:50,204,127,144,142,542
2021-01-02T18:00:04,204,127,143,142,542
2021-01-02T18:00:19,204,127,143,142,542
2021-01-02T18:00:33,203,127,143,142,542
2021-01-02T18:00:47,204,127,143,142,542
2021-01-02T18:01:01,203,127,143,142,542
2021-01-02T18:01:16,204,127,143,142,542
2021-01-02T18:01:30,203,127,143,142,542
2021-01-02T18:01:45,203,127,143,142,542
2021-01-02T18:01:59,203,127,143,142,542
2021-01-02T18:02:13,203,127,143,142,542
2021-01-02T18:02:28,203,127,143,142,542
2021-01-02T18:02:42,203,127,143,142,542
2021-01-02T18:02:57,203,127,143,142,542
2021-01-02T18:03:11,203,127,143,142,542
2021-01-02T18:03:26,203,127,143,141,543
2021-01-02T18:03:40,204,127,143,142,543
2021-01-02T18:03:54,203,127,143,142,543
2021-01-02T18:04:08,203,127,143,142,543
2021-01-02T18:04:23,203,127,143,142,543
2021-01-02T18:04:37,203,127,143,142,542
2021-01-02T18:04:51,203,127,143,142,543
2021-01-02T18:05:06,203,127,143,142,543
2021-01-02T18:05:20,203,127,143,142,543
2021-01-02T18:05:35,203,127,143,142,543
2021-01-02T18:05:49,203,127,143,142,543
2021-01-02T18:06:04,203,127,143,142,542
2021-01-02T18:06:18,203,127,143,142,542
2021-01-02T18:06:32,203,127,143,141,542
2021-01-02T18:06:47,203,127,143,141,542
2021-01-02T18:07:02,203,127,143,142,542
2021-01-02T18:07:15,203,127,143,141,542
2021-01-02T18:07:30,203,127,143,141,542
2021-01-02T18:07:44,203,127,143,141,542
2021-01-02T18:07:58,203,127,143,141,542
2021-01-02T18:08:13,203,127,143,141,542
2021-01-02T18:08:28,203,127,143,141,542
2021-01-02T18:08:42,203,127,143,141,542
2021-01-02T18:08:56,203,127,143,142,542
2021-01-02T18:09:11,203,127,143,142,543
2021-01-02T18:09:25,203,127,143,142,543
2021-01-02T18:09:39,203,127,143,142,543
2021-01-02T18:09:54,203,127,143,142,543
2021-01-02T18:10:09,204,127,143,142,543
2021-01-02T18:10:22,203,127,143,142,543
2021-01-02T18:10:36,203,127,143,142,543
2021-01-02T18:10:51,203,127,143,142,543
2021-01-02T18:11:05,204,127,143,142,543
2021-01-02T18:11:20,204,127,143,142,543
2021-01-02T18:11:34,204,127,143,142,543
2021-01-02T18:11:49,204,127,143,142,543
2021-01-02T18:12:03,204,127,143,142,543
2021-01-02T18:12:17,204,127,143,142,543
2021-01-02T18:12:32,204,127,143,142,543
2021-01-02T18:12:47,204,127,143,142,543
2021-01-02T18:13:01,204,127,143,142,543
2021-01-02T18:13:15,204,127,143,142,543
2021-01-02T18:13:29,204,127,143,142,543
2021-01-02T18:13:43,204,127,143,142,543
2021-01-02T18:13:58,204,127,143,142,543
2021-01-02T18:14:12,204,127,143,142,543
2021-01-02T18:14:27,204,127,143,142,543
2021-01-02T18:14:41,204,127,143,142,543
2021-01-02T18:14:55,204,127,143,142,542
2021-01-02T18:15:10,204,127,143,142,542
2021-01-02T18:15:24,204,127,143,142,542
2021-01-02T18:15:39,204,127,143,142,542
2021-01-02T18:15:53,204,127,143,142,542
2021-01-02T18:16:08,204,127,143,142,542
2021-01-02T18:16:22,204,127,143,142,542
2021-01-02T18:16:36,204,127,143,142,542
2021-01-02T18:16:51,203,127,143,142,542
2021-01-02T18:17:06,203,127,143,142,542
2021-01-02T18:17:20,203,127,143,142,542
